,Steps,Success,Filtered
433,433,1,0.989010989010989
434,434,1,0.989010989010989
435,435,1,0.989010989010989
436,436,1,0.989010989010989
437,437,1,0.989010989010989
438,438,1,0.989010989010989
439,439,1,0.989010989010989
440,440,1,0.989010989010989
441,441,1,0.989010989010989
442,442,1,0.989010989010989
443,443,1,0.989010989010989
444,444,1,0.989010989010989
445,445,1,0.989010989010989
446,446,1,0.989010989010989
447,447,1,0.989010989010989
448,448,1,0.989010989010989
449,449,1,0.989010989010989
450,450,1,0.989010989010989
451,451,1,0.989010989010989
452,452,1,0.989010989010989
453,453,1,0.989010989010989
454,454,1,0.978021978021978
455,455,1,0.978021978021978
456,456,1,0.978021978021978
457,457,1,0.978021978021978
458,458,1,0.978021978021978
459,459,1,0.978021978021978
460,460,1,0.978021978021978
461,461,1,0.978021978021978
462,462,1,0.978021978021978
463,463,1,0.978021978021978
464,464,1,0.967032967032967
465,465,1,0.967032967032967
466,466,1,0.967032967032967
467,467,1,0.967032967032967
468,468,1,0.967032967032967
469,469,1,0.967032967032967
470,470,1,0.978021978021978
471,471,1,0.978021978021978
472,472,1,0.978021978021978
473,473,1,0.978021978021978
474,474,1,0.978021978021978
475,475,1,0.978021978021978
476,476,1,0.978021978021978
477,477,1,0.978021978021978
478,478,1,0.978021978021978
479,479,1,0.978021978021978
480,480,1,0.978021978021978
481,481,1,0.978021978021978
482,482,1,0.978021978021978
483,483,1,0.978021978021978
484,484,1,0.978021978021978
485,485,1,0.978021978021978
486,486,1,0.978021978021978
487,487,1,0.978021978021978
488,488,1,0.978021978021978
489,489,1,0.978021978021978
490,490,1,0.978021978021978
491,491,1,0.978021978021978
492,492,1,0.978021978021978
493,493,1,0.978021978021978
494,494,1,0.978021978021978
495,495,1,0.978021978021978
496,496,1,0.978021978021978
497,497,1,0.978021978021978
498,498,1,0.978021978021978
499,499,0,0.978021978021978
500,500,1,0.978021978021978
501,501,1,0.978021978021978
502,502,1,0.978021978021978
503,503,1,0.978021978021978
504,504,1,0.978021978021978
505,505,1,0.978021978021978
506,506,1,0.978021978021978
507,507,1,0.978021978021978
508,508,1,0.978021978021978
509,509,0,0.978021978021978
510,510,1,0.978021978021978
511,511,1,0.978021978021978
512,512,1,0.978021978021978
513,513,1,0.978021978021978
514,514,1,0.978021978021978
515,515,1,0.978021978021978
516,516,1,0.978021978021978
517,517,1,0.978021978021978
518,518,1,0.967032967032967
519,519,1,0.967032967032967
520,520,1,0.967032967032967
521,521,1,0.967032967032967
522,522,1,0.967032967032967
523,523,1,0.967032967032967
524,524,1,0.967032967032967
525,525,1,0.967032967032967
526,526,1,0.967032967032967
527,527,1,0.967032967032967
528,528,1,0.967032967032967
529,529,1,0.967032967032967
530,530,1,0.967032967032967
531,531,1,0.967032967032967
532,532,1,0.967032967032967
533,533,1,0.967032967032967
534,534,1,0.967032967032967
535,535,1,0.967032967032967
536,536,1,0.967032967032967
537,537,1,0.967032967032967
538,538,1,0.967032967032967
539,539,1,0.967032967032967
540,540,1,0.967032967032967
541,541,1,0.967032967032967
542,542,1,0.967032967032967
543,543,1,0.967032967032967
544,544,1,0.967032967032967
545,545,1,0.978021978021978
546,546,1,0.978021978021978
547,547,1,0.978021978021978
548,548,1,0.978021978021978
549,549,1,0.978021978021978
550,550,1,0.978021978021978
551,551,1,0.978021978021978
552,552,1,0.978021978021978
553,553,1,0.978021978021978
554,554,1,0.978021978021978
555,555,1,0.989010989010989
556,556,1,0.989010989010989
557,557,1,0.978021978021978
558,558,1,0.978021978021978
559,559,1,0.978021978021978
560,560,1,0.978021978021978
561,561,1,0.978021978021978
562,562,1,0.967032967032967
563,563,0,0.967032967032967
564,564,1,0.967032967032967
565,565,1,0.967032967032967
566,566,1,0.967032967032967
567,567,1,0.967032967032967
568,568,1,0.967032967032967
569,569,1,0.967032967032967
570,570,1,0.967032967032967
571,571,1,0.967032967032967
572,572,1,0.967032967032967
573,573,1,0.967032967032967
574,574,1,0.967032967032967
575,575,1,0.967032967032967
576,576,1,0.967032967032967
577,577,1,0.967032967032967
578,578,1,0.967032967032967
579,579,1,0.967032967032967
580,580,1,0.967032967032967
581,581,1,0.967032967032967
582,582,1,0.967032967032967
583,583,1,0.967032967032967
584,584,1,0.967032967032967
585,585,1,0.967032967032967
586,586,1,0.967032967032967
587,587,1,0.967032967032967
588,588,1,0.967032967032967
589,589,1,0.967032967032967
590,590,1,0.967032967032967
591,591,1,0.967032967032967
592,592,1,0.967032967032967
593,593,1,0.967032967032967
594,594,1,0.967032967032967
595,595,1,0.967032967032967
596,596,1,0.967032967032967
597,597,1,0.967032967032967
598,598,1,0.967032967032967
599,599,1,0.967032967032967
600,600,1,0.967032967032967
601,601,1,0.967032967032967
602,602,0,0.967032967032967
603,603,1,0.967032967032967
604,604,1,0.967032967032967
605,605,1,0.967032967032967
606,606,1,0.967032967032967
607,607,0,0.9560439560439561
608,608,1,0.9560439560439561
609,609,1,0.967032967032967
610,610,1,0.967032967032967
611,611,1,0.967032967032967
612,612,1,0.967032967032967
613,613,1,0.967032967032967
614,614,1,0.967032967032967
615,615,1,0.967032967032967
616,616,1,0.967032967032967
617,617,1,0.967032967032967
618,618,1,0.967032967032967
619,619,1,0.967032967032967
620,620,1,0.967032967032967
621,621,1,0.967032967032967
622,622,1,0.967032967032967
623,623,1,0.967032967032967
624,624,1,0.9560439560439561
625,625,1,0.9560439560439561
626,626,1,0.9560439560439561
627,627,1,0.9560439560439561
628,628,1,0.9560439560439561
629,629,1,0.9560439560439561
630,630,1,0.9560439560439561
631,631,1,0.9560439560439561
632,632,1,0.9560439560439561
633,633,1,0.9560439560439561
634,634,1,0.9560439560439561
635,635,1,0.9560439560439561
636,636,1,0.9560439560439561
637,637,1,0.9560439560439561
638,638,1,0.9560439560439561
639,639,1,0.9560439560439561
640,640,1,0.9560439560439561
641,641,1,0.9560439560439561
642,642,1,0.9560439560439561
643,643,1,0.9560439560439561
644,644,1,0.9560439560439561
645,645,1,0.9560439560439561
646,646,1,0.9560439560439561
647,647,1,0.9560439560439561
648,648,1,0.967032967032967
649,649,1,0.967032967032967
650,650,1,0.967032967032967
651,651,1,0.967032967032967
652,652,0,0.9560439560439561
653,653,1,0.967032967032967
654,654,1,0.967032967032967
655,655,1,0.9560439560439561
656,656,1,0.9560439560439561
657,657,1,0.9560439560439561
658,658,1,0.9560439560439561
659,659,1,0.9560439560439561
660,660,1,0.9560439560439561
661,661,1,0.9560439560439561
662,662,1,0.9560439560439561
663,663,1,0.9560439560439561
664,664,1,0.9560439560439561
665,665,1,0.9560439560439561
666,666,1,0.9560439560439561
667,667,1,0.9560439560439561
668,668,1,0.9560439560439561
669,669,0,0.9560439560439561
670,670,1,0.9560439560439561
671,671,1,0.9560439560439561
672,672,1,0.9560439560439561
673,673,1,0.9560439560439561
674,674,1,0.9560439560439561
675,675,1,0.9560439560439561
676,676,1,0.9560439560439561
677,677,1,0.9560439560439561
678,678,1,0.9560439560439561
679,679,1,0.9560439560439561
680,680,1,0.9560439560439561
681,681,1,0.9560439560439561
682,682,1,0.9560439560439561
683,683,1,0.9560439560439561
684,684,1,0.9560439560439561
685,685,1,0.9560439560439561
686,686,1,0.9560439560439561
687,687,1,0.9560439560439561
688,688,1,0.9560439560439561
689,689,1,0.9560439560439561
690,690,1,0.9560439560439561
691,691,1,0.9560439560439561
692,692,1,0.945054945054945
693,693,1,0.945054945054945
694,694,1,0.945054945054945
695,695,1,0.945054945054945
696,696,1,0.945054945054945
697,697,0,0.945054945054945
698,698,1,0.9560439560439561
699,699,1,0.9560439560439561
700,700,0,0.9560439560439561
701,701,1,0.9560439560439561
702,702,1,0.9560439560439561
703,703,1,0.9560439560439561
704,704,1,0.9560439560439561
705,705,1,0.9560439560439561
706,706,1,0.945054945054945
707,707,1,0.945054945054945
708,708,1,0.945054945054945
709,709,1,0.945054945054945
710,710,1,0.945054945054945
711,711,1,0.945054945054945
712,712,1,0.945054945054945
713,713,1,0.945054945054945
714,714,1,0.945054945054945
715,715,1,0.9560439560439561
716,716,1,0.9560439560439561
717,717,1,0.9560439560439561
718,718,1,0.9560439560439561
719,719,1,0.9560439560439561
720,720,1,0.945054945054945
721,721,1,0.945054945054945
722,722,1,0.945054945054945
723,723,1,0.945054945054945
724,724,1,0.945054945054945
725,725,1,0.945054945054945
726,726,1,0.945054945054945
727,727,1,0.945054945054945
728,728,1,0.945054945054945
729,729,1,0.945054945054945
730,730,1,0.945054945054945
731,731,1,0.945054945054945
732,732,1,0.945054945054945
733,733,1,0.945054945054945
734,734,1,0.945054945054945
735,735,1,0.945054945054945
736,736,1,0.945054945054945
737,737,0,0.945054945054945
738,738,1,0.945054945054945
739,739,1,0.945054945054945
740,740,1,0.945054945054945
741,741,1,0.945054945054945
742,742,1,0.945054945054945
743,743,1,0.9560439560439561
744,744,1,0.9560439560439561
745,745,1,0.9560439560439561
746,746,1,0.967032967032967
747,747,1,0.967032967032967
748,748,1,0.967032967032967
749,749,1,0.967032967032967
750,750,1,0.967032967032967
751,751,0,0.967032967032967
752,752,1,0.967032967032967
753,753,1,0.967032967032967
754,754,1,0.967032967032967
755,755,1,0.967032967032967
756,756,1,0.967032967032967
757,757,1,0.967032967032967
758,758,1,0.967032967032967
759,759,1,0.967032967032967
760,760,1,0.967032967032967
761,761,1,0.967032967032967
762,762,1,0.967032967032967
763,763,1,0.967032967032967
764,764,1,0.967032967032967
765,765,0,0.967032967032967
766,766,1,0.9560439560439561
767,767,1,0.9560439560439561
768,768,1,0.9560439560439561
769,769,1,0.945054945054945
770,770,1,0.945054945054945
771,771,1,0.945054945054945
772,772,1,0.945054945054945
773,773,1,0.945054945054945
774,774,1,0.945054945054945
775,775,1,0.945054945054945
776,776,1,0.945054945054945
777,777,1,0.945054945054945
778,778,1,0.945054945054945
779,779,1,0.945054945054945
780,780,1,0.945054945054945
781,781,1,0.945054945054945
782,782,1,0.945054945054945
783,783,1,0.9560439560439561
784,784,1,0.9560439560439561
785,785,1,0.9560439560439561
786,786,1,0.9560439560439561
787,787,1,0.9560439560439561
788,788,1,0.9560439560439561
789,789,1,0.9560439560439561
790,790,1,0.9560439560439561
791,791,1,0.9560439560439561
792,792,1,0.945054945054945
793,793,1,0.945054945054945
794,794,1,0.945054945054945
795,795,1,0.945054945054945
796,796,1,0.945054945054945
797,797,1,0.9560439560439561
798,798,1,0.9560439560439561
799,799,1,0.9560439560439561
800,800,1,0.9560439560439561
801,801,1,0.9560439560439561
802,802,1,0.9560439560439561
803,803,1,0.9560439560439561
804,804,1,0.9560439560439561
805,805,1,0.9560439560439561
806,806,1,0.9560439560439561
807,807,1,0.9560439560439561
808,808,1,0.9560439560439561
809,809,1,0.9560439560439561
810,810,1,0.9560439560439561
811,811,0,0.967032967032967
812,812,1,0.9560439560439561
813,813,1,0.9560439560439561
814,814,0,0.9560439560439561
815,815,1,0.9560439560439561
816,816,1,0.9560439560439561
817,817,1,0.9560439560439561
818,818,1,0.9560439560439561
819,819,1,0.9560439560439561
820,820,1,0.9560439560439561
821,821,1,0.9560439560439561
822,822,1,0.9560439560439561
823,823,1,0.9560439560439561
824,824,1,0.9560439560439561
825,825,1,0.9560439560439561
826,826,1,0.9560439560439561
827,827,1,0.9560439560439561
828,828,1,0.9560439560439561
829,829,1,0.9560439560439561
830,830,1,0.9560439560439561
831,831,1,0.9560439560439561
832,832,1,0.9560439560439561
833,833,1,0.945054945054945
834,834,1,0.945054945054945
835,835,1,0.945054945054945
836,836,1,0.945054945054945
837,837,0,0.945054945054945
838,838,1,0.945054945054945
839,839,1,0.945054945054945
840,840,1,0.945054945054945
841,841,1,0.945054945054945
842,842,1,0.945054945054945
843,843,1,0.945054945054945
844,844,1,0.945054945054945
845,845,1,0.945054945054945
846,846,1,0.945054945054945
847,847,1,0.945054945054945
848,848,1,0.945054945054945
849,849,1,0.945054945054945
850,850,1,0.945054945054945
851,851,1,0.945054945054945
852,852,1,0.945054945054945
853,853,1,0.945054945054945
854,854,1,0.945054945054945
855,855,1,0.945054945054945
856,856,1,0.945054945054945
857,857,0,0.9560439560439561
858,858,1,0.9560439560439561
859,859,1,0.9560439560439561
860,860,1,0.967032967032967
861,861,1,0.967032967032967
862,862,1,0.967032967032967
863,863,1,0.967032967032967
864,864,1,0.967032967032967
865,865,1,0.967032967032967
866,866,1,0.967032967032967
867,867,1,0.967032967032967
868,868,1,0.967032967032967
869,869,1,0.967032967032967
870,870,1,0.967032967032967
871,871,1,0.967032967032967
872,872,1,0.967032967032967
873,873,1,0.967032967032967
874,874,1,0.967032967032967
875,875,1,0.967032967032967
876,876,1,0.967032967032967
877,877,1,0.967032967032967
878,878,0,0.967032967032967
879,879,1,0.9560439560439561
880,880,1,0.9560439560439561
881,881,1,0.9560439560439561
882,882,1,0.9560439560439561
883,883,1,0.967032967032967
884,884,1,0.967032967032967
885,885,1,0.967032967032967
886,886,1,0.967032967032967
887,887,1,0.967032967032967
888,888,1,0.967032967032967
889,889,1,0.967032967032967
890,890,1,0.967032967032967
891,891,1,0.967032967032967
892,892,1,0.967032967032967
893,893,1,0.9560439560439561
894,894,1,0.9560439560439561
895,895,1,0.9560439560439561
896,896,1,0.9560439560439561
897,897,1,0.9560439560439561
898,898,1,0.9560439560439561
899,899,1,0.9560439560439561
900,900,1,0.9560439560439561
901,901,1,0.9560439560439561
902,902,1,0.9560439560439561
903,903,1,0.967032967032967
904,904,1,0.967032967032967
905,905,1,0.967032967032967
906,906,1,0.967032967032967
907,907,1,0.967032967032967
908,908,1,0.967032967032967
909,909,1,0.967032967032967
910,910,1,0.967032967032967
911,911,1,0.967032967032967
912,912,1,0.9560439560439561
913,913,1,0.9560439560439561
914,914,1,0.9560439560439561
915,915,1,0.9560439560439561
916,916,1,0.945054945054945
917,917,1,0.945054945054945
918,918,1,0.945054945054945
919,919,1,0.945054945054945
920,920,1,0.945054945054945
921,921,1,0.945054945054945
922,922,1,0.945054945054945
923,923,1,0.945054945054945
924,924,0,0.9560439560439561
925,925,1,0.9560439560439561
926,926,1,0.9560439560439561
927,927,1,0.9560439560439561
928,928,1,0.9560439560439561
929,929,1,0.9560439560439561
930,930,1,0.9560439560439561
931,931,1,0.9560439560439561
932,932,1,0.9560439560439561
933,933,1,0.9560439560439561
934,934,1,0.9560439560439561
935,935,1,0.9560439560439561
936,936,1,0.9560439560439561
937,937,1,0.9560439560439561
938,938,0,0.9560439560439561
939,939,1,0.9560439560439561
940,940,1,0.9560439560439561
941,941,1,0.9560439560439561
942,942,1,0.945054945054945
943,943,1,0.945054945054945
944,944,1,0.945054945054945
945,945,1,0.945054945054945
946,946,1,0.945054945054945
947,947,1,0.945054945054945
948,948,1,0.945054945054945
949,949,1,0.945054945054945
950,950,1,0.945054945054945
951,951,1,0.945054945054945
952,952,1,0.945054945054945
953,953,1,0.945054945054945
954,954,1,0.945054945054945
955,955,1,0.945054945054945
956,956,1,0.945054945054945
957,957,0,0.945054945054945
958,958,1,0.945054945054945
959,959,1,0.945054945054945
960,960,1,0.945054945054945
961,961,0,0.945054945054945
962,962,1,0.945054945054945
963,963,1,0.945054945054945
964,964,1,0.945054945054945
965,965,1,0.945054945054945
966,966,1,0.945054945054945
967,967,1,0.945054945054945
968,968,1,0.945054945054945
969,969,1,0.945054945054945
970,970,1,0.9560439560439561
971,971,1,0.9560439560439561
972,972,1,0.9560439560439561
973,973,1,0.9560439560439561
974,974,1,0.9560439560439561
975,975,1,0.9560439560439561
976,976,1,0.9560439560439561
977,977,1,0.9560439560439561
978,978,1,0.9560439560439561
979,979,1,0.9560439560439561
980,980,1,0.9560439560439561
981,981,1,0.9560439560439561
982,982,1,0.9560439560439561
983,983,1,0.9560439560439561
984,984,1,0.967032967032967
985,985,1,0.967032967032967
986,986,1,0.967032967032967
987,987,0,0.967032967032967
988,988,1,0.967032967032967
989,989,1,0.967032967032967
990,990,1,0.967032967032967
991,991,1,0.967032967032967
992,992,1,0.967032967032967
